sample_key,title,year,publisher_organization,institution_type_v1,corpus_tier_v1,CTRY,country_page_actual,issuer_country_method,issuer_country_confidence,attribution,is_multi_country,issuer_country_count,manual_review_required,policycommons_url,attribution_method_version
20.500.12592/1xsgjgd,Multispectral Texture Characterization for Computer-Aided Prostate Cancer Diagnosis,2025,Aix-Marseille Université,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/22403446/multispectral-texture-characterization-for-computer-aided-prostate-cancer-diagnosis/,1.0
20.500.12592/20kqgzv,Prospects for future precision measurements of Higgs properties at HL-LHC,2015,Max Planck Institute for Nuclear Physics,Public research institution,primary_public_research_candidate,DEU,Germany,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/52826319/prospects-for-future-precision-measurements-of-higgs-properties-at-hl-lhc/,1.0
20.500.12592/22uqz63,Pathophysiological Study of Central Sleep Apnea in Adults Without Heart Failure,2019,TEL - Thèses en ligne,Repository/platform,exclude_host_or_repository,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15819890/pathophysiological-study-of-central-apnea-syndrome-in-adult-excluding-heart-failure-with-altered-ejection-fraction/,1.0
20.500.12592/2nccncq,Two competing improvements of PID controllers: A comparison,2018,École Polytechnique,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15696643/two-competing-improvements-of-pid-controllers/,1.0
20.500.12592/2ng13l4,Enabling Real-Time Conversations with Minimal Training Costs,2025,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/46230170/enabling-real-time-conversations-with-minimal-training-costs/,1.0
20.500.12592/2p9vdzf,PROTECTOR: AIO Phase 3 Trial of Neoadjuvant Chemotherapy for Resectable Colon Cancer,2022,AIO Studien gGmbH,Private corporation/platform,auxiliary_private,DEU,Germany,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/21675431/protector/,1.0
20.500.12592/2pv1z5w,Unsupervised Stance Detection for Social Media Discussions: A Generic Baseline,2024,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32025095/unsupervised-stance-detection-for-social-media-discussions/,1.0
20.500.12592/2tbgh97,Estado de Información No Financiera 2023,2024,B. Braun (Spain),Private corporation/platform,auxiliary_private,ESP,Spain,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/56096374/estado-de-informacion-no-financiera-2023/,1.0
20.500.12592/2u2bgy3,Gender Roles in Greeting Card Messages: A Quantitative Analysis and Visualization Tool,2022,Wilton E. Scott Institute for Energy Innovation,Higher education,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/13487745/pretty-princess-vs/,1.0
20.500.12592/2whcpd3,SimplifyUR: Unsupervised Lexical Text Simplification for Urdu,2020,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32245188/simplifyur/,1.0
20.500.12592/2xbrbr1,Weak Reward Model Transforms Generative Models into Robust Causal Event Extraction Systems,2024,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32079836/weak-reward-model-transforms-generative-models-into-robust-causal-event-extraction-systems/,1.0
20.500.12592/2z2w5p8,Stimulus-Sensitive Hyaluronic Acid Hydrogels for Osteoarthritis Joint Inflammation Management,2021,Spanish National Research Council,Public research institution,primary_public_research_candidate,ESP,Spain,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/44470675/stimulus-sensitive-hyaluronic-acid-hydrogels-for-osteoarthritis-joint-inflammation-management/,1.0
20.500.12592/30tk860,Parametric Cost Estimating of Sterile Buildings Using Artificial Neural Network and Genetic Algorithm Model,2015,"Arab Academy for Science, Technology and Maritime Transport",Higher education,auxiliary_non_government,EGY,Egypt,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/52209913/parametric-cost-estimating-of-sterile-buildings-using-artificial-neural-network-and-genetic-algorithm-model/,1.0
20.500.12592/31jcdfq,Remote Sensing and Modeling of Cyanobacteria Dynamics in Reservoirs,2021,PASTEL - Thèses en ligne de ParisTech,Repository/platform,exclude_host_or_repository,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/22292652/remote-sensing-and-modeling-of-cyanobacteria-dynamics-in-reservoirs/,1.0
20.500.12592/34yrrcy,Lepton Flavour Universality Violating B Decays in Trees,2025,IN2P3 - Institut national de physique nucléaire et de physique des particules,Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/22265820/lepton-flavour-universality-violating-b-decays-in-trees/,1.0
20.500.12592/35d0lpd,"Techbriefs... Electronic Components and Circuits,electronic Systenms,physical,... National Aeronautics and Space Administration... January 2002",2022,National Aeronautics and Space Administration,Government/public authority,primary_government_candidate,USA,United States of America,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/50577130/techbriefs/,1.0
20.500.12592/36rgjtb,Multivariable Robust Regulation of Alkalinities in Continuous Anaerobic Digestion Processes: Experimental Validation,2021,"Institut national de recherche pour l’agriculture, l’alimentation et l’environnement",Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/28403751/multivariable-robust-regulation-of-alkalinities-in-continuous-anaerobic-digestion-processes/,1.0
20.500.12592/38c2h8s,Cell Neogenesis in the Postnatal Hypothalamus and its Role in Reproductive Function,2017,TEL - Thèses en ligne,Repository/platform,exclude_host_or_repository,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15819537/cell-neogenesis-in-the-postnatal-hypothalamus-as-a-new-mechanism-of-control-of-the-reproductive-function/,1.0
20.500.12592/394456m,Slovenia: Success in Combating COVID-19 and Embracing New Opportunities,2020,Government of Slovenia,Government/public authority,primary_government_candidate,SVN,Slovenia,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/9604050/the-best-from-slovenia/,1.0
20.500.12592/3dgdnm8,Particle Identification with the ATLAS Electromagnetic Calorimeter,2025,IN2P3 - Institut national de physique nucléaire et de physique des particules,Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/22050771/particle-identification-with-the-atlas-electromagnetic-calorimeter/,1.0
20.500.12592/3gqse4v,Understanding Causation through Correlations and Linear Response Theory,2020,American Physical Society,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/10491828/physical-review-research-043436-2020/,1.0
20.500.12592/3gt8mrf,Role of the Actomyosin Cytoskeleton on the Synaptic Effects of the Type-1 Cannabinoid Receptor (CB1R),2025,PASTEL - Thèses en ligne de ParisTech,Repository/platform,exclude_host_or_repository,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/22396732/role-of-the-actomyosin-cytoskeleton-on-the-synaptic-effects-of-the-type-1-cannabinoid-receptor-cb1r/,1.0
20.500.12592/3hmb87n,Dystonia Europe News - Autumn 2015,2016,Dystonia Europe,Professional association/nonprofit,auxiliary_non_government,BEL,Belgium,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/23246740/dystonia-europe-news/,1.0
20.500.12592/3k288z,Copyright Law and AI-Generated Works in Canada,2018,Canadian Bar Association,Professional association/nonprofit,auxiliary_non_government,CAN,Canada,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/2206549/state-of-the-arts/,1.0
20.500.12592/3lhb5h5,"Abstractive Multi-document Summarization by Partial Tree Extraction, Recombination and Linearization",2017,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32294768/abstractive-multi-document-summarization-by-partial-tree-extraction-recombination-and-linearization/,1.0
20.500.12592/3n1sfy3,A Rapid Method for 3D Urban Morphology Detection Using Open-Source Data,2019,International Institute for Applied Systems Analysis,International research organisation,auxiliary_international,AUT,Austria,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/28665527/a-rapid-method-for-3d-urban-morphology-detection-using-open-source-data/,1.0
20.500.12592/3n2t9bs,Master's Program: Bulgarian as a Foreign Language,2025,"South-West University ""Neofit Rilski""",Higher education,auxiliary_non_government,BGR,Bulgaria,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/55229821/masters-program/,1.0
20.500.12592/3nvcg1f,South African Patent Journal - November 2021,2021,Companies and Intellectual Property Commission,Government/public authority,primary_government_candidate,ZAF,South Africa,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/23266591/south-african-patent-journal/,1.0
20.500.12592/3qs9149,SNR-Selection-Based Data Augmentation for Dysarthric Speech Recognition,2023,National Institute for Research & Development in Informatics,Public research institution,primary_public_research_candidate,ROU,Romania,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/20474716/snr-selection-based-data-augmentation-for-dysarthric-speech-recognition/,1.0
20.500.12592/3rsd3mc,Combining Fixation and Lateral Masking Training Enhances Perceptual Learning in Macular Degeneration Patients,2025,CNRS - Centre national de la recherche scientifique,Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/22163335/combining-fixation-and-lateral-masking-training-enhances-perceptual-learning-in-macular-degeneration-patients/,1.0
20.500.12592/3xxrvsg,Cross-Lingual Cross-Target Stance Detection with Dual Knowledge Distillation Framework,2023,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32159923/cross-lingual-cross-target-stance-detection-with-dual-knowledge-distillation-framework/,1.0
20.500.12592/417o41n,Non-Hermitian Quasi-Localization and Ring Attractor Neural Networks,2019,American Physical Society,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/11222535/non-hermitian-quasilocalization-and-ring-attractor-neural/,1.0
20.500.12592/4776r8m,Emergency Department and Patient Flow: Current Awareness Bulletin - October 2019,2019,Royal United Hospital,Hospital/health provider,conditional_public_guidance_only,GBR,United Kingdom,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/12840742/emergency-department-and-patient-flow-current-awareness-bulletin/,1.0
20.500.12592/47t57hm,Modeler: Classes and Methods for Training and Using Binary Prediction Models,2025,Massachusetts Institute of Technology,Higher education,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/39351907/modeler/,1.0
20.500.12592/4b0mq3n,WFUBMC Participating Faculty Members: Research Faculty,2019,Wake Forest Baptist Medical Center,Hospital/health provider,conditional_public_guidance_only,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/52776427/wfubmc-participating-faculty-members/,1.0
20.500.12592/4d5kl09,Neural Network Technologies for Space Imagery Processing,2019,World Intellectual Property Organization,Intergovernmental organisation,international_separate,XIG,Switzerland,verified_non_country_actor,high,1,False,0,False,https://policycommons.net/artifacts/38073699/neural-network-technologies-for-space-imagery-processing/,1.0
20.500.12592/4f6w50p,What Does This Word Mean? Explaining Contextualized Embeddings with Natural Language Definition,2019,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32332885/what-does-this-word-mean-explaining-contextualized-embeddings-with-natural-language-definition/,1.0
20.500.12592/4gpg4q1,ReasonBERT: Pre-trained to Reason with Distant Supervision,2021,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32100622/reasonbert/,1.0
20.500.12592/4hx25gy,Probing Internal Representations of Multi-Word Verbs in Large Language Models,2025,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32099883/probing-internal-representations-of-multi-word-verbs-in-large-language-models/,1.0
20.500.12592/4sqgq2t,Towards Making a Dependency Parser See: Leveraging Eye-Tracking Data with Multi-Task Learning,2019,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32245795/towards-making-a-dependency-parser-see/,1.0
20.500.12592/4t0pu7r,Performance Transfer for Animating Virtual Characters Through Play and Acting,2019,TEL - Thèses en ligne,Repository/platform,exclude_host_or_repository,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15816453/performance-transfer/,1.0
20.500.12592/4z85h2m,YOLOv6: A Single-Stage Object Detection Framework for Industrial Applications,2022,Unknown,Unknown,manual_review,XUN,NOT_SHOWN,unresolved,low,1,False,0,True,https://policycommons.net/artifacts/19355065/yolov6/,1.0
20.500.12592/502krvd,Emittance Preservation via Matching in Plasma Wakefield Acceleration,2019,American Physical Society,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/12547240/preserving-emittance-by-matching-out-and-matching-in-plasma-wakefield-acceleration-stage/,1.0
20.500.12592/502vb8m,Major amputations in type 2 diabetes between 2001 and 2015 in Spain: regional differences,2021,Research Square,Private corporation/platform,auxiliary_private,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/57699712/major-amputations-in-type-2-diabetes-between-2001-and-2015-in-spain/,1.0
20.500.12592/55h828b,"Tracking Meets LoRA: Faster Training, Larger Model, Stronger Performance",2024,European Computer Vision Association,Professional association/nonprofit,auxiliary_non_government,CHE,Switzerland,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/38220668/tracking-meets-lora/,1.0
20.500.12592/56ppjam,Surrogate Light Curve Models for Kilonovae with Wind Ejecta Outflows and Parameter Estimation for AT2017gfo,2023,American Physical Society,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/12547476/physical-review-research-013168-2023/,1.0
20.500.12592/58yigc4,Heterozygous Variants in Leptin-Melanocortin Pathway Genes and Severe Obesity,2021,Sorbonne University,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15792360/implication-of-heterozygous-variants-in-genes-of-the-leptin-melanocortin-pathway-in-severe-obesity/,1.0
20.500.12592/5k3kzqn,The stimulated brain: A psychological perspective on deep brain stimulation for treatment-refractory obsessive-compulsive disorder,2015,University of Amsterdam,Higher education,auxiliary_non_government,NLD,Netherlands,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/57231916/the-stimulated-brain/,1.0
20.500.12592/5l9wp1n,Dual Adversarial Network: Supplementary Material for Real Noise Removal and Noise Generation,2020,European Computer Vision Association,Professional association/nonprofit,auxiliary_non_government,CHE,Switzerland,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/38229529/dual-adversarial-network/,1.0
20.500.12592/5m2qr9t,SlovakSum: A Large-Scale Slovak Summarization Dataset,2024,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32221521/slovaksum/,1.0
20.500.12592/5qdvz4,Stochastic Path-Integral Formalism for Continuous Quantum Measurement,2015,American Physical Society,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/8302236/stochastic-path-integral-formalism-for-continuous-quantum/,1.0
20.500.12592/5vlqdz6,Visualizing Children's Stories in a Virtual World: Lessons Learned,2016,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32167148/visualizing-childrens-stories-in-a-virtual-world/,1.0
20.500.12592/5x96vp8,"AICTE Regulations for Faculty Appointment in Technical Institutions, 2017",2017,Government of India,Government/public authority,primary_government_candidate,IND,India,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/16107048/union-government-extraordinary-2017-04-28-part-iii-section-4-ref/,1.0
20.500.12592/5y81xk5,Traffic Signal Control Enhancement Using Connected Vehicle Data,2019,United States Department of Transportation,Government/public authority,primary_government_candidate,USA,United States of America,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/11728829/leveraging-connected-vehicles-to-enhance-traffic-responsive-traffic-signal-control/,1.0
20.500.12592/5zg0o7i,Computational Modeling of Seizure Dynamics in Coupled Neuronal Networks,2015,Aix-Marseille Université,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15701980/computational-modeling-of-seizure-dynamics-using-coupled-neuronal-networks/,1.0
20.500.12592/5znblh7,Improving BERT with Syntax-aware Local Attention,2021,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32219525/improving-bert-with-syntax-aware-local-attention/,1.0
20.500.12592/5zr2mfx,Pulsating Heat Pipe Modeling: A Review of Physical Principles and State-of-the-Art,2025,CEA - Commissariat à l’énergie atomique et aux énergies alternatives,Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/22111525/pulsating-heat-pipe-modeling/,1.0
20.500.12592/601vpt9,radiant.model: Business Analytics using R and Shiny,2025,Commonwealth Scientific and Industrial Research Organisation,Public research institution,primary_public_research_candidate,AUS,Australia,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/31425177/radiantmodel/,1.0
20.500.12592/60nsdts,Supplementary Material: Deep Material-Aware Cross-Spectral Stereo Matching,2018,Wilton E. Scott Institute for Energy Innovation,Higher education,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/16223877/deep-material-aware-cross-spectral-stereo-matching-supplementary-material/,1.0
20.500.12592/60qljfd,Stephen Wan's Publications,2018,Commonwealth Scientific and Industrial Research Organisation,Public research institution,primary_public_research_candidate,AUS,Australia,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/31179257/stephen-wans-publications/,1.0
20.500.12592/63nst41,Variational Estimation of Wet Tropospheric Correction for Space Altimetry,2018,TEL - Thèses en ligne,Repository/platform,exclude_host_or_repository,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/15801415/the-estimation-of-wet-tropospheric-correction-for-space-altimetry-using-a-variational-approach/,1.0
20.500.12592/63r80lv,Constrained Decoding for Technical Term Retention in English-Hindi Machine Translation,2021,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32173283/constrained-decoding-for-technical-term-retention-in-english-hindi-machine-translation/,1.0
20.500.12592/662npsm,Opinion-based Relational Pivoting for Cross-domain Aspect Term Extraction,2022,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32081149/opinion-based-relational-pivoting-for-cross-domain-aspect-term-extraction/,1.0
20.500.12592/6jf8ybw,Performance of the ATLAS Electromagnetic Calorimeter End-Cap Module 0,2025,IN2P3 - Institut national de physique nucléaire et de physique des particules,Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/22400869/performance-of-the-atlas-electromagnetic-calorimeter-end-cap-module-0/,1.0
20.500.12592/6jrln6t,FIŞA DE VERIFICARE A ÎNDEPLINIRII STANDARDELOR MINIMALE,2018,Polytechnic University of Bucharest,Higher education,auxiliary_non_government,ROU,Romania,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/58047579/fisa-de-verificare-a-indeplinirii-standardelor-minimale/,1.0
20.500.12592/6jznxr1,Understanding Adverse Childhood Experiences and Building Self-Healing Communities,2017,State of Maryland,Government/public authority,primary_government_candidate,USA,United States of America,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/46999554/understanding-adverse-childhood-experiences-and-building-self-healing-communities/,1.0
20.500.12592/6lg1vdy,Fe-MFI Zeolite Catalyst for Water Pollutant Abatement via Heterogeneous Electro-Fenton Process,2025,Université de Montpellier,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/22031607/fe-mfi-zeolite-catalyst-for-water-pollutant-abatement-via-heterogeneous-electro-fenton-process/,1.0
20.500.12592/77xj3v7,"Bankrate Posts AI-Generated Article, Deletes It When We Point Out It's Full of Errors",2023,AI Incidence Database,Other nonprofit/project,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/42985133/bankrate-posts-ai-generated-article-deletes-it-when-we-point-out-its-full-of-errors/,1.0
20.500.12592/7brtfcf,Annotating Reflections for Health Behavior Change Therapy,2018,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32192325/annotating-reflections-for-health-behavior-change-therapy/,1.0
20.500.12592/7y7hkv5,A Comparative Study of Algorithms for Data Classification,2021,State of North Dakota,Government/public authority,primary_government_candidate,USA,United States of America,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/28000610/a-comparative-study-of-algorithms-for-data-classification/,1.0
20.500.12592/7yr01vh,Yellowish-Orange Pigments from Microorganisms: A Review,2025,Université de La Réunion,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/22362440/yellowish-orange-pigments-from-microorganisms/,1.0
20.500.12592/84n0vmr,1e: Basic Literacy Training - Reading Comprehension,2025,State of California,Government/public authority,primary_government_candidate,USA,United States of America,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/49625697/1e/,1.0
20.500.12592/86n826d,Neural Disambiguation of Causal Lexical Markers Based on Context,2017,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32171524/neural-disambiguation-of-causal-lexical-markers-based-on-context/,1.0
